URL,label_MiMotor,URLLength_MiMotor,DomainLength_MiMotor,IsDomainIP_MiMotor,TLDLength_MiMotor,NoOfSubDomain_MiMotor,NoOfLettersInURL_MiMotor,NoOfDegitsInURL_MiMotor,NoOfOtherSpecialCharsInURL_MiMotor,LetterRatioInURL_MiMotor,DegitRatioInURL_MiMotor,SpacialCharRatioInURL_MiMotor,NoOfEqualsInURL_MiMotor,NoOfQMarkInURL_MiMotor,NoOfAmpersandInURL_MiMotor,IsHTTPS_MiMotor,HasTitle_Extracted,HasFavicon_Extracted,IsResponsive_Extracted,NoOfiFrame_Extracted,HasDescription_Extracted,HasPasswordField_Extracted,HasSubmitButton_Extracted,HasHiddenFields_Extracted,HasExternalFormSubmit_Extracted,HasCopyrightInfo_Extracted,Status,FILENAME,URLLength_Original,Domain,DomainLength_Original,IsDomainIP_Original,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength_Original,NoOfSubDomain_Original,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL_Original,LetterRatioInURL_Original,NoOfDegitsInURL_Original,DegitRatioInURL_Original,NoOfEqualsInURL_Original,NoOfQMarkInURL_Original,NoOfAmpersandInURL_Original,NoOfOtherSpecialCharsInURL_Original,SpacialCharRatioInURL_Original,IsHTTPS_Original,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label_Original
https://www.massterpenes.com,1,27.0,20.0,0.0,3.0,1.0,14.0,0.0,1.0,0.519,0.0,0.037,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,535559.txt,27,www.massterpenes.com,20,0,com,100.0,1.0,0.5229071,0.068115789,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3659,2680,1,massterpenes,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,92,5,23,94,1,17,1
https://www.myhealthyfit.com,1,27.0,20.0,0.0,3.0,1.0,14.0,0.0,1.0,0.519,0.0,0.037,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Online,617324.txt,27,www.myhealthyfit.com,20,0,com,100.0,1.0,0.5229071,0.050987107,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,368,9381,1,myhealthyfit,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,8,13,22,37,2,48,1
https://www.local1259iaff.org,1,28.0,21.0,0.0,3.0,1.0,11.0,4.0,1.0,0.393,0.143,0.036,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Online,413455.txt,28,www.local1259iaff.org,21,0,org,100.0,0.692307692,0.0799628,0.045808799,3,1,0,0,0.0,11,0.393,4,0.143,0,0,0,1,0.036,1,448,280,1,local1259iaff,100.0,100.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,1,1,49,0,138,1
https://www.toshin.com,1,21.0,14.0,0.0,3.0,1.0,8.0,0.0,1.0,0.381,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,143414.txt,21,www.toshin.com,14,0,com,100.0,1.0,0.5229071,0.066618787,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,5981,533,1,toshin,100.0,100.0,0,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,344,19,22,419,4,475,1
https://www.brswimwear.com,1,25.0,18.0,0.0,3.0,1.0,12.0,0.0,1.0,0.48,0.0,0.04,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Online,550618.txt,25,www.brswimwear.com,18,0,com,100.0,1.0,0.5229071,0.057971264,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,685,2968,1,brswimwear,100.0,100.0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,10,40,40,63,1,25,1
https://www.webbdeepsky.com,1,26.0,19.0,0.0,3.0,1.0,13.0,0.0,1.0,0.5,0.0,0.038,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Online,580433.txt,26,www.webbdeepsky.com,19,0,com,100.0,1.0,0.5229071,0.049276656,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,391,1419,1,webbdeepsky,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,5,3,63,0,11,1
https://www.bahaibookstore.com,1,29.0,22.0,0.0,3.0,1.0,16.0,0.0,1.0,0.552,0.0,0.034,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Online,57030.txt,29,www.bahaibookstore.com,22,0,com,100.0,1.0,0.5229071,0.066025782,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,4835,8792,1,bahaibookstore,100.0,100.0,0,0,1,1,0,1,0,2,0,1,0,1,0,0,1,0,1,96,15,13,149,0,41,1
https://www.gymx-app.de,1,22.0,15.0,0.0,2.0,1.0,8.0,0.0,2.0,0.364,0.0,0.091,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Online,244618.txt,22,www.gymx-app.de,15,0,de,100.0,0.625,0.0326503,0.033600508,2,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,625,8047,1,gymx-app,100.0,100.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,12,19,8,0,52,1
https://www.jusline.at,1,21.0,14.0,0.0,2.0,1.0,8.0,0.0,1.0,0.381,0.0,0.048,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Online,77076.txt,21,www.jusline.at,14,0,at,100.0,1.0,0.0038776,0.053493555,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2443,7125,1,jusline,100.0,100.0,1,1,1,0,0,0,1,2,0,1,1,1,1,1,0,0,1,49,5,14,136,12,89,1
https://www.peteinfo.com,1,23.0,16.0,0.0,3.0,1.0,10.0,0.0,1.0,0.435,0.0,0.043,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Online,599844.txt,23,www.peteinfo.com,16,0,com,100.0,1.0,0.5229071,0.067230053,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,739,9381,1,peteinfo,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,26,24,62,79,2,85,1
https://www.huntingact.org,1,25.0,18.0,0.0,3.0,1.0,12.0,0.0,1.0,0.48,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,833305.txt,25,www.huntingact.org,18,0,org,100.0,1.0,0.0799628,0.057609713,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,425,2312,1,huntingact,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,7,11,59,1,60,1
https://www.ovsd.org,1,19.0,12.0,0.0,3.0,1.0,6.0,0.0,1.0,0.316,0.0,0.053,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,Online,177883.txt,19,www.ovsd.org,12,0,org,100.0,1.0,0.0799628,0.060593239,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,8474,10528,1,ovsd,100.0,100.0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,32,60,40,108,0,58,1
https://www.cinejosh.com,1,23.0,16.0,0.0,3.0,1.0,10.0,0.0,1.0,0.435,0.0,0.043,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,399578.txt,23,www.cinejosh.com,16,0,com,100.0,1.0,0.5229071,0.064594163,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2820,805,1,cinejosh,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,37,3,13,105,0,26,1
https://www.jointhealthmagazine.com,1,34.0,27.0,0.0,3.0,1.0,21.0,0.0,1.0,0.618,0.0,0.029,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,439677.txt,34,www.jointhealthmagazine.com,27,0,com,100.0,1.0,0.5229071,0.059245741,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1192,8047,1,jointhealthmagazine,100.0,100.0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,60,9,15,103,1,108,1
https://www.cassproject.org,1,26.0,19.0,0.0,3.0,1.0,13.0,0.0,1.0,0.5,0.0,0.038,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Online,122826.txt,26,www.cassproject.org,19,0,org,100.0,1.0,0.0799628,0.064816684,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,252,835,1,cassproject,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,4,0,1,8,1
https://www.wscs.info,1,20.0,13.0,0.0,4.0,1.0,7.0,0.0,1.0,0.35,0.0,0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,682441.txt,20,www.wscs.info,13,0,info,100.0,1.0,0.0075051,0.047220379,4,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,859,2325,1,wscs,100.0,100.0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,35,17,27,99,3,99,1
https://www.boxturtles.com,1,25.0,18.0,0.0,3.0,1.0,12.0,0.0,1.0,0.48,0.0,0.04,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Online,818223.txt,25,www.boxturtles.com,18,0,com,100.0,1.0,0.5229071,0.058015372,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,518,8047,1,boxturtles,100.0,100.0,0,1,1,0,0,0,0,10,0,1,1,0,0,0,0,0,0,14,4,6,94,0,97,1
https://www.sor.ro,1,17.0,10.0,0.0,2.0,1.0,4.0,0.0,1.0,0.235,0.0,0.059,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,685662.txt,17,www.sor.ro,10,0,ro,100.0,1.0,0.001523,0.070551517,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1614,9434,1,so,66.66666667,66.66666667,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,87,20,43,149,0,176,1
https://www.yadifa.eu,1,20.0,13.0,0.0,2.0,1.0,7.0,0.0,1.0,0.35,0.0,0.05,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Online,810705.txt,20,www.yadifa.eu,13,0,eu,100.0,1.0,0.0056158,0.053475594,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,270,1447,1,yadifa,100.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,12,14,26,5,6,1
https://www.shiatv.net,1,21.0,14.0,0.0,3.0,1.0,8.0,0.0,1.0,0.381,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,Online,134148.txt,21,www.shiatv.net,14,0,net,100.0,1.0,0.0384199,0.054667738,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2029,567,1,shiatv,100.0,100.0,1,0,1,0,0,0,1,2,1,1,1,1,1,0,1,0,1,57,6,28,205,5,217,1
https://www.hewale.net,1,21.0,14.0,0.0,3.0,1.0,8.0,0.0,1.0,0.381,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,256352.txt,21,www.hewale.net,14,0,net,100.0,1.0,0.0384199,0.060664246,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,2001,565,1,hewale,100.0,100.0,1,0,1,1,0,1,0,3,0,1,1,1,0,1,1,0,1,45,16,21,0,7,37,1
https://www.tee-app.com,1,22.0,15.0,0.0,3.0,1.0,8.0,0.0,2.0,0.364,0.0,0.091,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Online,231638.txt,22,www.tee-app.com,15,0,com,100.0,0.571428571,0.5229071,0.067599186,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,304,269,1,tee-app,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7,5,4,1,0,13,1
https://www.ymcafoxcities.org,1,28.0,21.0,0.0,3.0,1.0,15.0,0.0,1.0,0.536,0.0,0.036,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,810372.txt,28,www.ymcafoxcities.org,21,0,org,100.0,1.0,0.0799628,0.060968374,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1845,2858,1,ymcafoxcities,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19,5,70,171,0,15,1
https://www.wbs.co.jp,1,20.0,13.0,0.0,2.0,2.0,6.0,0.0,2.0,0.3,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,166422.txt,20,www.wbs.co.jp,13,0,jp,100.0,0.666666667,0.0230451,0.045031571,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,375,2050,1,wbsco,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,16,8,17,47,0,50,1
https://www.ncl.ucar.edu,1,23.0,16.0,0.0,3.0,2.0,9.0,0.0,2.0,0.391,0.0,0.087,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Online,130164.txt,23,www.ncl.ucar.edu,16,0,edu,100.0,0.625,0.0115013,0.060141844,3,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,376,167,1,nclucar,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,2,100,0,18,1
https://www.thecity.nyc,1,22.0,15.0,0.0,3.0,1.0,9.0,0.0,1.0,0.409,0.0,0.045,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Online,23058.txt,22,www.thecity.nyc,15,0,nyc,100.0,1.0,0.0002125,0.049366948,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,5779,2065,1,thecity,100.0,100.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,133,3,9,176,0,215,1
https://www.ourredeemerlcms.org,1,30.0,23.0,0.0,3.0,1.0,17.0,0.0,1.0,0.567,0.0,0.033,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Online,686863.txt,30,www.ourredeemerlcms.org,23,0,org,100.0,1.0,0.0799628,0.068713102,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,261,231,1,ourredeemerlcms,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,4,2,0,2,2,1
https://www.ketteringtownfc.com,1,30.0,23.0,0.0,3.0,1.0,17.0,0.0,1.0,0.567,0.0,0.033,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Online,813643.txt,30,www.ketteringtownfc.com,23,0,com,100.0,1.0,0.5229071,0.059121429,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,680,7809,1,ketteringtownfc,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,40,20,32,31,0,32,1
https://www.moca-news.net,1,24.0,17.0,0.0,3.0,1.0,10.0,0.0,2.0,0.417,0.0,0.083,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Online,176926.txt,24,www.moca-news.net,17,0,net,100.0,0.555555556,0.0384199,0.067918016,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,2402,669,1,moca-ws,0.0,0.0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,167,2,4,8,0,4,1
https://www.cambsfire.gov.uk,1,27.0,20.0,0.0,2.0,2.0,13.0,0.0,2.0,0.481,0.0,0.074,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Online,438719.txt,27,www.cambsfire.gov.uk,20,0,uk,100.0,0.769230769,0.028555,0.053660163,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,839,247,1,cambsfiregov,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,61,3,7,50,2,9,1
https://www.harmonicinc.com,1,26.0,19.0,0.0,3.0,1.0,13.0,0.0,1.0,0.5,0.0,0.038,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,147795.txt,26,www.harmonicinc.com,19,0,com,100.0,1.0,0.5229071,0.068778362,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,6039,1655,1,harmonicinc,100.0,100.0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,53,21,15,291,0,357,1
https://www.zm.com.br,1,20.0,13.0,0.0,2.0,2.0,6.0,0.0,2.0,0.3,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,232830.txt,20,www.zm.com.br,13,0,br,100.0,0.666666667,0.0094423,0.054394532,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1598,360,1,zmcom,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,87,14,17,169,3,202,1
https://www.mfah.org,1,19.0,12.0,0.0,3.0,1.0,6.0,0.0,1.0,0.316,0.0,0.053,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Online,62875.txt,19,www.mfah.org,12,0,org,100.0,1.0,0.0799628,0.057719407,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,810,3762,1,mfah,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,27,6,23,114,0,24,1
https://www.policyarchive.org,1,28.0,21.0,0.0,3.0,1.0,15.0,0.0,1.0,0.536,0.0,0.036,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Online,92430.txt,28,www.policyarchive.org,21,0,org,100.0,1.0,0.0799628,0.059226797,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,652,656,1,policyarchive,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,5,4,348,1,350,1
